day,time,code,codeLong,total,man0_9,man10_14,man15_19,man20_24,man25_29,man30_34,man35_39,man40_44,man45_49,man50_54,man55_59,man60_64,man65_69,man70,woman0_9,woman10_14,woman15_19,woman20_24,woman25_29,woman30_34,woman35_39,woman40_44,woman45_49,woman50_54,woman55_59,woman60_64,woman65_69,woman70
20200501,11,11260,11260600,15751.3785,829.8623,329.7787,407.2551,428.4975,546.6197,491.9869,599.1983,520.195,567.9725,487.0896,554.6954,426.6664,383.701,777.8495,700.7168,300.9438,394.8708,460.9327,583.1915,568.3912,558.6963,532.8829,651.8354,644.8184,709.0976,591.9663,418.879,1282.7881
20200501,11,11260,11260610,26410.4993,868.7903,391.0758,514.1272,798.0428,925.4665,903.1976,962.6636,871.266,1030.0016,1163.0899,1273.8431,1034.5182,653.5532,1573.6104,778.5601,318.0028,536.2638,859.424,927.1837,829.3284,878.9565,719.6749,1053.2369,1099.5422,1204.7367,1102.8695,873.2857,2266.1896
20200501,11,11260,11260620,24478.9442,942.3728,505.1634,683.5107,713.8464,864.4107,796.158,1017.1608,895.7421,985.1617,719.7355,780.9392,711.1555,482.4853,1144.5787,867.2678,456.7095,635.3741,862.4349,917.3385,876.7575,942.5987,891.3516,1026.8805,866.6565,1035.0251,1094.1946,742.8124,2021.1233
20200501,11,11260,11260630,17445.4185,719.211,341.674,326.7249,534.0671,604.0398,659.1343,730.2125,637.5474,755.8449,611.2404,670.4104,524.2464,385.5421,827.4548,514.1899,244.8901,423.4334,568.5279,703.9566,634.1507,650.1167,522.5043,692.703,619.3224,824.3442,722.6071,624.1688,1373.1518
20200501,11,11260,11260655,32577.46,1079.5731,549.0125,697.2745,843.3574,1160.8282,949.0377,1115.283,1026.1732,1311.3289,1249.7285,1454.8296,1264.4079,846.7961,1842.0098,953.6956,480.8975,735.8021,1010.2116,1012.5036,894.1698,1157.956,1096.1839,1231.9604,1451.0273,1783.0496,1498.421,985.2346,2896.7081
20200501,11,11260,11260660,12287.0195,377.2639,193.3646,321.7238,371.318,463.0391,392.1885,455.0413,437.4537,460.9728,473.6167,570.4573,488.1492,281.9591,569.4749,300.9788,201.6326,295.6539,447.0107,335.5555,359.5689,403.9999,362.2056,453.5696,585.0232,592.0649,554.0307,354.4605,1185.2449
20200501,11,11260,11260680,31581.0113,1638.214,673.8348,931.8316,917.9443,962.6749,893.1268,1149.5458,1139.7871,1246.3117,1057.3514,1189.2768,1095.7103,608.9842,1337.0245,1833.2639,747.3834,788.4676,927.122,1009.025,941.568,1273.2066,1102.1574,1258.5486,1216.9158,1328.9558,1136.3923,797.5086,2378.8794
20200501,11,11260,11260690,18370.0235,769.7399,448.3911,553.8675,472.1141,603.1758,549.1446,653.1215,601.7127,686.253,513.2873,638.4716,548.3538,389.2713,1014.7526,598.5897,337.9247,507.9804,654.1717,604.6789,615.7689,736.3363,668.4296,736.4564,721.8173,814.5924,775.8045,457.678,1698.1373
20200501,11,11290,11290525,20729.2821,547.0456,346.534,469.6988,689.9991,788.1576,716.5726,657.1135,745.4372,869.2298,709.3099,740.3187,632.4813,453.7424,1002.8884,556.2502,339.0159,508.3273,734.5778,824.005,755.4847,775.5705,833.6611,961.618,808.8803,943.4163,892.9698,557.1431,1869.8335
20200501,11,11290,11290555,25039.4796,536.317,347.779,777.291,1152.3481,1184.9009,961.2954,912.9585,785.4039,1067.3206,850.2761,775.9877,602.9614,386.349,957.5947,603.1231,375.7541,707.3683,1573.2896,1303.5817,1009.8767,1029.3886,953.7168,1173.8318,885.5143,869.8724,717.0933,635.464,1902.8204
20200501,11,11290,11290575,24374.5579,580.1096,348.3577,698.5594,1201.1247,1323.4411,981.9263,906.0647,738.5638,813.9909,742.0895,734.8625,453.7232,356.6002,735.3722,668.4011,424.4083,939.5785,2452.9209,1494.6207,1016.7127,934.7383,908.5669,990.5284,731.5953,764.0229,618.1026,408.4587,1407.1162
20200501,11,11290,11290580,12368.2996,350.1534,241.0148,422.9697,392.5574,371.1718,369.1824,399.5753,338.7711,519.3244,387.0738,394.52,354.1331,316.068,628.145,375.5644,258.4523,463.5515,505.251,406.6159,377.8831,480.1074,426.2478,463.852,529.158,451.8947,485.8874,432.3489,1226.8261
20200501,11,11290,11290590,13130.9809,789.237,447.6997,514.2021,308.1321,306.1242,366.6896,375.4462,452.4367,527.126,301.8769,416.5439,302.3073,214.9913,520.9026,646.9788,403.0446,450.8559,428.1016,381.5045,418.7747,534.7854,509.0569,660.8345,487.2219,560.7297,433.4971,335.22,1036.6575
20200501,11,11290,11290600,25360.6533,318.8946,238.0787,724.2698,2563.8201,2586.4802,1177.7566,907.9942,728.91,723.7727,841.1971,735.8093,543.4712,385.2974,863.1252,318.3447,176.7327,716.5925,2887.485,1581.4574,890.62,610.1643,477.3439,649.789,598.4222,698.0334,510.3425,433.4528,1472.9967
20200501,11,11290,11290610,15744.9254,569.6555,215.974,394.4,702.6434,707.4106,607.3562,634.1457,516.7478,520.992,565.9797,537.1568,466.9821,333.0049,661.2045,571.1373,253.2785,330.3439,763.1242,739.5454,616.6148,597.1016,521.7502,623.1154,627.8014,605.1734,545.5482,376.8257,1139.9128
20200501,11,11290,11290620,14345.9715,699.1024,382.6944,458.2966,416.3054,410.6305,325.117,477.0789,435.3431,602.1455,392.456,472.3534,362.3318,288.724,632.7587,793.1731,452.6544,513.6879,544.8717,411.7861,403.0214,606.5879,552.5981,629.4806,561.4114,472.2114,404.7259,407.9354,1236.4883
20200501,11,11290,11290630,19419.3443,988.5943,518.0282,608.2192,715.7098,615.3094,515.437,728.6214,602.4213,772.513,517.9795,615.0473,582.1653,443.1125,994.3404,727.6662,316.6476,634.2114,834.8655,534.1837,563.3437,698.8485,659.0792,799.7061,717.5513,739.0772,645.1221,594.5882,1736.9555
20200501,11,11290,11290640,15716.2393,356.1819,183.7865,498.2631,1421.1149,931.7033,504.8393,606.2627,517.5011,642.3427,475.6513,582.4658,406.7633,316.4221,630.4166,337.8739,172.5827,571.7114,1189.407,521.1012,449.6153,510.6278,394.2149,487.5625,469.5183,544.982,437.3714,315.2477,1240.7083
20200501,11,11290,11290650,18119.9429,775.4973,406.786,559.4242,635.378,555.5751,536.1181,637.0253,538.9348,736.5901,565.2068,584.1256,525.8342,430.9677,1022.4851,666.2634,355.4651,574.2956,725.7655,513.5643,565.7898,710.0116,623.0876,665.7542,598.0466,705.9332,680.6765,593.9939,1631.3454
20200501,11,11290,11290660,30339.7174,2063.9504,1046.4844,1024.9096,784.7846,687.6599,646.9115,1036.0303,1076.9498,1388.6287,890.8761,627.2978,596.3321,417.8304,1185.7411,1983.5599,1065.0274,1278.0082,946.751,716.9819,764.9358,1379.6668,1528.2474,1531.6983,994.8652,988.8774,970.9498,670.3181,2045.4421
20200501,11,11290,11290685,18340.1398,612.3845,346.1816,517.5365,500.5949,549.1685,535.0196,756.5176,672.0677,821.5216,563.2232,560.689,481.9766,357.548,823.9656,618.1509,343.0893,467.9524,636.8843,624.3436,711.4091,818.2059,731.8899,920.7214,757.741,848.7763,683.0583,591.9524,1487.5699
20200501,11,11290,11290705,35156.17,1145.1895,717.6358,1116.8135,1545.226,1536.4771,1058.6628,1185.6719,1303.2878,1341.0889,1158.6148,1164.971,984.0788,724.9947,1422.7368,1420.1101,759.9739,1097.8039,1789.7231,1181.9512,1009.2628,1231.1435,1233.3458,1337.0495,1283.5415,1419.9902,1101.9176,858.5327,3026.3741
20200501,11,11290,11290715,19594.6159,1068.3577,561.6222,632.4249,424.7137,607.1234,520.4031,595.8472,725.5375,831.5736,623.4539,579.0436,577.9169,413.6092,836.24,986.3711,537.008,585.5508,642.2337,617.4951,540.9895,807.4881,777.4893,865.3839,705.1284,765.8424,710.6941,501.1713,1553.9016
20200501,11,11290,11290725,25695.9885,1124.5584,546.9645,697.2424,773.837,919.1477,795.9073,923.891,979.0296,1067.0273,852.1841,868.168,815.6033,526.3744,1194.7488,911.0057,474.5638,742.8939,1342.9685,969.0694,730.0521,941.5667,873.8403,1113.256,973.7716,1061.6456,833.653,702.8557,1940.1616
20200501,11,11290,11290760,15812.0055,568.9599,385.487,519.4462,490.9375,502.3823,460.1886,618.3176,544.5133,503.7598,501.2068,575.5,471.2946,353.5573,657.1504,681.673,413.7924,532.6548,623.87,486.2732,452.4803,535.2647,581.8375,666.787,662.9815,713.3227,552.7258,525.0948,1230.5458
20200501,11,11290,11290770,14607.8641,475.8947,331.835,328.2463,435.7492,469.4784,465.9541,520.1194,544.759,602.7875,543.3739,586.5341,517.79,383.9901,773.6278,344.1332,225.7218,336.9851,536.4246,489.4945,384.0182,491.1302,487.4154,621.9252,548.1432,692.4056,638.9305,439.2965,1391.7012
20200501,11,11290,11290780,8789.4162,306.1621,191.5513,332.4495,341.6662,295.0186,243.3629,295.271,394.8564,340.9506,291.5124,316.4964,260.9565,225.9033,462.0303,264.4142,162.4345,263.8655,318.176,280.5543,261.8715,298.062,285.7753,360.6488,317.8229,394.427,381.4865,282.1094,619.5803
20200501,11,11290,11290810,27903.1119,929.3563,472.668,723.4357,987.0148,980.0788,889.3312,993.7302,924.9,1231.7877,997.4858,1002.7741,912.4434,565.5654,1562.5739,1016.4073,454.2826,678.0062,1357.2121,985.5666,883.6325,889.2151,868.3783,1122.7763,901.795,1076.7014,1064.8106,830.9257,2600.2573
20200501,11,11305,11305534,22474.4209,805.4747,458.6619,732.5301,658.4216,778.2106,615.4231,825.2962,801.8501,908.7039,757.255,857.722,643.3548,549.2353,1280.1488,790.178,435.4223,707.4188,689.2305,620.194,665.2501,797.2686,786.8016,922.3208,799.5867,899.3318,824.9742,681.6508,2182.5038
20200501,11,11305,11305535,23177.1339,492.8786,330.6116,525.193,693.5339,849.7252,682.4285,801.034,699.368,942.0703,820.6007,1003.098,825.374,540.942,1426.0685,460.1572,251.1486,486.5978,1144.9782,865.9267,632.5935,647.7244,731.6782,988.1632,1019.7105,1129.0657,1034.7732,803.784,2347.9061
20200501,11,11305,11305545,34449.6133,1069.3499,571.744,793.4398,1030.2428,1230.6841,1111.4806,1267.9396,1143.5959,1325.4154,1139.7226,1255.6503,1013.0444,699.8632,1897.7779,961.4204,584.5529,933.578,1450.4928,1173.5277,1136.1413,1379.5035,1184.9704,1451.1045,1447.4772,1621.6282,1222.0313,1167.8701,3185.3671
20200501,11,11305,11305555,28704.9807,882.0171,487.6369,679.3301,769.7308,922.0676,770.4793,988.0269,996.7493,1090.2056,1024.3167,1226.2326,869.033,773.8623,1696.3647,916.9067,478.74,731.4586,870.3611,935.2683,831.6727,1040.4168,1072.3282,1272.1827,1291.1572,1313.6557,1161.6526,892.3792,2720.7466
20200501,11,11305,11305575,20834.0183,1055.4403,590.5949,849.0643,487.0592,539.9973,498.3147,706.3584,857.7521,873.6737,691.2635,531.1017,412.5615,439.9379,956.9518,1304.6199,748.8429,777.9926,605.9036,448.8781,533.6548,892.4518,804.1027,1116.7787,752.6347,639.9851,624.729,553.6535,1539.7195
20200501,11,11305,11305590,19196.8695,416.2149,261.4234,423.3791,685.145,810.9957,749.3631,733.5317,751.7964,789.8194,751.5573,674.6625,579.9553,433.8811,930.9699,303.409,166.616,456.4618,1030.4976,842.8656,621.6935,699.6335,667.2354,785.6239,784.0195,847.5048,721.2165,530.3783,1747.0193
20200501,11,11305,11305600,12009.6587,407.3715,238.8306,346.1151,313.9718,387.9817,304.6048,437.0966,406.4695,540.7334,337.7966,415.9482,347.878,277.4778,761.3569,394.8813,233.1432,355.2859,378.9062,417.5575,265.8765,378.8832,397.6805,496.1343,434.2498,494.914,526.484,405.2373,1306.7927
20200501,11,11305,11305606,15122.7057,599.748,320.6026,460.1311,376.3646,375.7108,373.4365,518.5923,564.7931,638.7308,449.9887,480.0462,491.7563,362.4537,914.1037,537.2494,323.5604,474.2197,449.5603,388.6495,372.9391,528.1856,508.743,685.3393,587.11,601.785,576.2439,552.1833,1610.4782
20200501,11,11305,11305610,17416.0058,547.0602,324.1201,455.782,512.6428,553.9825,513.6908,580.913,539.2249,677.5882,575.1148,612.8726,576.0274,396.7551,1076.8553,476.8826,257.0116,429.4576,713.6894,617.9966,503.3254,589.1824,621.4701,618.4873,687.1917,791.9528,723.5258,601.5086,1841.6931
20200501,11,11305,11305620,20516.6499,677.7191,359.5269,515.524,533.5377,606.1187,546.4637,654.3182,660.8136,731.3928,710.0831,705.9394,610.0265,528.2531,1280.1346,630.4157,309.5279,499.559,809.0693,698.9545,486.5966,582.6776,655.8886,928.9911,864.0899,1009.2517,836.7415,797.825,2287.2126
20200501,11,11305,11305630,27868.9011,465.7118,237.864,526.2493,1166.2803,1316.1446,1045.1012,1035.0348,1015.9153,1118.623,1041.7717,1156.952,813.6225,543.4828,1415.8865,630.5838,280.5087,510.6761,1523.0726,1339.1563,992.8602,1071.2019,867.5464,1121.2497,1122.8206,1193.1207,1093.3376,830.5755,2393.5507
20200501,11,11305,11305645,19343.5158,630.2747,315.1373,514.6749,578.1923,564.6967,540.0653,565.5272,557.977,731.1867,674.0959,738.8589,672.8654,552.4982,1378.5256,506.5233,244.5803,477.6988,788.8793,584.1724,550.6238,603.7897,596.0458,799.8829,746.4846,845.0598,900.4795,597.8198,2086.9003
20200501,11,11305,11305660,29291.2351,1190.1042,560.764,752.0157,934.3803,977.9381,785.6839,969.9766,908.0356,1131.0439,915.0434,1015.3375,880.9108,636.758,1806.2988,810.3369,455.356,685.0699,1065.5297,962.2766,856.8059,979.1984,985.2187,1082.4,1072.6527,1258.8842,1164.0627,990.4371,3458.7154
20200501,11,11320,11320511,22341.5854,654.5264,392.5923,560.998,597.5035,795.3029,707.2484,822.9421,742.7034,998.2473,766.3773,742.2623,655.6948,554.1986,1273.4661,680.2576,401.9696,629.5094,818.2035,732.5654,794.2694,899.3174,778.537,952.1136,870.0254,962.8077,900.6121,701.4697,1955.8628
20200501,11,11320,11320512,24016.363,861.9616,434.1411,730.4326,648.5349,879.0668,767.8892,1024.797,806.4832,947.2152,853.1411,752.9588,744.3597,598.5886,1043.8292,698.0809,363.7016,672.8107,829.1916,835.5427,863.3544,995.378,784.5409,1010.848,847.1073,1120.9973,932.9235,603.1892,2365.2959
20200501,11,11320,11320513,12953.1063,526.7179,293.667,380.0815,439.6816,428.2884,368.4437,458.0233,428.6482,461.161,503.9775,471.7939,379.1057,270.1451,626.2223,479.1027,234.9084,334.069,414.7707,372.4612,335.5533,424.0322,396.2775,611.2673,550.3591,532.1009,531.8436,352.9274,1347.4764
20200501,11,11320,11320514,30072.8736,1058.896,682.0938,888.8804,867.5447,852.9264,762.2446,946.5519,1004.5937,1262.0011,1115.7366,1187.6898,923.4313,756.7223,1751.2264,976.1123,592.7936,933.5909,1059.5422,870.2276,885.8506,964.1103,1041.4618,1220.9835,1234.404,1466.9779,1262.1929,912.8088,2591.2756
20200501,11,11320,11320515,22357.717,843.9298,404.5684,610.7581,757.8261,682.2676,712.5744,858.0351,732.4941,814.8043,779.813,718.1186,734.3911,570.1934,1135.9134,741.5268,363.6933,623.8972,795.3065,822.5309,722.4063,795.8809,804.9449,908.2543,903.5038,1088.2142,915.897,763.067,1752.9067
20200501,11,11320,11320521,20586.6893,602.3703,327.6403,429.9936,462.0303,580.5741,513.3117,572.7853,586.6687,806.8038,898.2407,1017.2057,1007.5403,682.7466,1841.834,442.1063,204.8961,329.5719,492.2732,627.4714,491.821,572.9744,548.631,727.0385,853.5369,1132.0059,978.0041,835.489,2021.1231
20200501,11,11320,11320522,18850.2521,749.2921,327.3675,402.1143,430.6839,547.6399,562.2225,709.2739,646.499,721.0427,695.2891,765.2684,652.6044,518.2683,1244.9338,669.907,280.5759,363.4408,513.3325,590.2641,568.2469,675.6203,640.0681,753.3585,626.6841,845.1759,881.9407,668.5285,1800.6088
20200501,11,11320,11320660,16745.123,559.9041,325.762,515.4974,475.7058,517.2571,435.9529,577.7989,479.7996,687.8778,551.6546,538.6594,558.7876,338.7537,984.058,510.3731,348.6038,512.0741,816.1966,591.3623,441.2292,536.1754,554.5411,682.1353,597.167,729.0414,697.9186,560.2407,1620.595
20200501,11,11320,11320670,17146.2961,551.3504,283.7493,466.2229,537.8102,605.8462,507.8327,728.4644,533.5148,671.7099,502.0559,520.3705,513.0308,363.884,932.1625,448.9929,281.1019,455.775,507.3193,638.3368,606.3365,733.9302,598.5684,713.8587,723.4825,785.5949,811.7815,578.245,1544.9683
20200501,11,11320,11320680,14288.7888,326.935,171.4564,328.0709,482.7696,588.2997,527.7753,597.0647,526.2246,551.2737,413.8242,484.6546,464.4166,308.8536,773.0864,444.919,216.6868,353.1299,587.9777,610.7176,545.5489,545.5009,465.578,508.7086,530.0209,580.4761,558.0714,416.3312,1380.4156
20200501,11,11320,11320681,13629.1648,457.5374,306.0595,538.1913,368.8581,419.0084,357.4764,422.4297,380.0418,444.7679,391.6016,481.0188,416.8165,272.9652,732.5756,594.0267,450.3783,412.851,434.9311,420.8503,471.9501,472.5047,466.7549,568.9618,570.1127,653.1061,561.111,392.5714,1169.7065
20200501,11,11320,11320690,24618.2621,859.986,495.1442,622.9269,747.4702,791.1361,742.0038,824.3003,929.2054,1007.9464,924.4615,1059.6107,914.9155,628.9179,1384.3733,656.2893,359.5434,544.8038,746.8266,810.6359,662.1664,894.0624,730.8436,1122.0448,1101.8685,1144.5397,1062.384,827.1771,2022.6742
20200501,11,11320,11320700,11895.1139,386.499,220.3616,403.7681,427.9509,419.1505,300.6556,408.4213,348.3033,456.8597,352.7134,458.4053,425.4301,356.0172,868.6265,192.7682,125.8028,297.5567,384.6911,379.941,275.7257,337.5931,332.7397,451.575,515.9803,583.5881,474.5098,385.2989,1324.1803
20200501,11,11320,11320710,21274.0791,859.173,548.6809,702.8085,602.2967,589.7768,608.236,606.5511,594.8242,923.2218,626.6199,632.3472,635.4009,528.6899,1246.7736,856.0222,545.1642,514.4447,657.5058,574.5394,588.1054,664.6502,682.8309,908.0639,823.2998,1003.5826,882.918,731.5357,2136.0151
20200501,11,11350,11350560,25015.7991,856.6023,440.5935,933.3913,1840.9916,1190.7971,842.4288,830.0765,938.6902,927.7604,707.2235,780.5668,747.199,580.5366,1104.227,894.5672,407.6236,707.806,1233.5483,791.2099,666.1222,804.2149,818.3007,778.2802,776.0923,826.8151,871.3354,740.366,1978.4316
20200501,11,11350,11350570,19070.2231,764.8425,403.2383,575.6829,567.7673,531.7786,432.2167,596.7568,640.7284,772.5744,652.5979,653.3837,512.13,448.3525,1101.3356,814.1058,416.795,532.3053,537.7416,497.8427,547.6758,767.2636,704.3875,742.0396,685.6015,700.0998,780.889,746.1621,1943.9298
20200501,11,11350,11350580,26073.4444,1253.4657,504.8353,635.7128,714.2565,807.1275,838.673,1086.1959,951.6964,981.9128,752.126,817.3415,801.4558,587.5094,1274.2955,1249.4519,477.3859,674.2624,852.4906,749.3953,944.218,1063.7019,960.5843,1087.3728,967.9852,1099.5086,1019.3703,768.8581,2152.2559
20200501,11,11350,11350595,42789.2158,1611.9182,795.4471,1003.4665,1968.6454,1822.3646,1435.3173,1656.7442,1439.4208,1717.006,1503.0972,1336.1001,1293.8414,1026.2561,1814.9307,1326.3374,672.2136,1198.1851,1997.3235,1583.0773,1415.3323,1642.2882,1378.6668,1642.6688,1649.0482,1904.5011,1581.5862,1327.109,3046.3228
20200501,11,11350,11350600,39706.6241,1639.3562,1050.2907,1971.141,3040.4458,1660.6937,1114.0641,1289.2767,1225.9884,1562.2217,1267.6067,1201.6324,1021.313,585.2868,1306.4686,1388.8443,868.0283,1511.2422,2435.5869,1282.6159,1118.5162,1288.9983,1319.9455,1586.3913,1265.036,1378.5793,1148.7799,903.3428,2274.9317
20200501,11,11350,11350611,23897.3473,579.7378,684.9943,1180.5862,1024.7402,800.1719,619.7608,687.1771,701.2758,954.6526,905.61,821.7042,630.1446,534.0936,847.0814,647.1349,670.2449,946.0481,1018.7138,697.2526,563.6877,776.2885,868.9538,1234.8536,919.912,1116.5559,827.2521,659.6588,1979.0586
20200501,11,11350,11350612,15199.7507,490.4918,433.6645,782.5059,525.4276,429.7229,349.4546,426.8592,458.2168,621.3448,517.9279,477.163,421.9241,247.957,562.8046,625.9708,517.1348,575.6433,561.5635,471.7403,475.6046,541.8218,651.1681,703.9912,605.9811,657.419,536.1056,405.0862,1125.0544
20200501,11,11350,11350619,21987.8986,981.776,1265.6968,1593.9006,748.6252,507.3635,292.2887,477.5657,559.8749,990.2568,732.5075,620.5662,588.8147,308.3756,554.6449,937.51,1182.4562,1475.0092,815.2481,503.4433,341.1643,552.3503,969.8498,1321.3724,932.6501,759.3843,511.0756,359.2991,1104.8288
20200501,11,11350,11350621,21384.8397,851.0503,1258.1871,1527.9248,629.3194,441.4935,336.4579,492.4683,680.5156,1111.8994,741.8603,649.5653,480.0979,307.5455,645.3047,748.8677,1049.1726,1405.1314,783.5371,495.7869,323.8132,574.1239,943.6538,1280.1693,881.3457,694.8798,482.1075,357.7389,1210.822
20200501,11,11350,11350624,18934.0943,691.072,565.7615,844.5093,595.9495,445.3251,377.3482,451.8872,633.5311,738.7173,698.8333,607.3521,548.7666,394.2948,1013.9987,725.7596,490.7796,697.4632,608.5702,463.4527,351.1485,558.0981,569.799,1047.8147,800.7155,858.0582,720.8296,458.8014,1975.457
20200501,11,11350,11350625,35581.2901,1597.9187,931.7528,1325.2207,1116.6891,939.4276,900.3715,1031.3993,1247.5013,1406.7963,993.8801,1106.384,840.4293,773.1595,1399.7166,1456.9162,977.7237,1393.1765,1255.5894,980.1591,852.1999,1258.4551,1472.8816,1782.7985,1445.1338,1370.1634,1345.2266,999.7861,3380.4335
20200501,11,11350,11350630,37685.4423,1489.0413,812.7246,1167.2244,1268.3767,1122.76,1136.0355,1219.6768,1096.5406,1428.4232,1322.5243,1405.3383,1355.9312,955.6612,2031.5372,1277.6212,720.322,1028.1208,1099.1816,1237.5184,1142.185,1295.2652,1145.0431,1559.8881,1473.1568,1734.3098,1590.2684,1131.4535,3439.3116
20200501,11,11350,11350640,31314.1961,755.3905,515.4139,1245.6302,1250.4637,1245.2297,992.0351,1184.8148,987.3106,1083.1731,1073.9483,1019.2923,845.9996,758.7141,1285.328,873.6621,625.9984,1036.8312,1565.6031,1234.1539,1105.4463,1119.1045,1053.007,1425.9428,1328.7729,1475.6182,1172.7344,808.8545,2245.7233
20200501,11,11350,11350665,20866.6699,611.0854,407.6349,693.9273,612.8176,559.9533,545.2407,639.7115,572.1646,861.5891,742.7733,834.5304,768.4697,547.2948,1210.3147,683.171,433.8168,565.0401,586.0086,551.2188,523.3725,621.0662,631.9697,908.9965,770.5298,972.8854,1079.7257,660.7007,2270.661
20200501,11,11350,11350670,21689.3525,735.7302,511.1901,879.1411,708.9856,667.0012,541.5082,649.8566,615.4049,766.7765,807.4169,762.4834,663.5375,579.5026,1103.8696,632.3876,408.2397,728.3309,814.7938,653.363,560.7324,579.6628,705.3539,989.5928,886.4378,917.5933,901.6698,640.07,2278.7189
20200501,11,11350,11350695,41676.3359,1689.1026,889.526,1547.1578,1346.9422,1386.8505,1146.9877,1306.5679,1457.9089,1514.6889,1359.8053,1386.1815,1059.4584,738.1378,1671.339,1575.8332,775.3324,1376.1969,1709.4757,1593.3252,1359.9689,1551.5477,1608.4877,1916.4801,1751.8723,1707.7922,1647.302,1161.7044,3440.361
20200501,11,11350,11350700,16395.4356,1263.6265,491.4976,547.4018,429.9489,422.9688,457.6877,637.6159,470.9686,483.9593,457.1592,418.3687,374.366,276.9505,575.6452,1151.7246,441.2878,510.409,483.9678,427.0445,593.6984,725.2219,597.6773,702.9272,562.571,649.0362,582.9179,477.9279,1180.8597
20200501,11,11350,11350710,16312.5529,730.8869,428.2182,727.9413,473.1841,464.4514,436.9571,537.6154,411.158,560.2077,462.1674,442.0795,448.4623,337.0825,712.9134,810.6947,479.5281,613.0704,514.5117,456.1863,474.9539,607.8392,596.7457,790.4982,646.2451,641.5318,655.378,435.4365,1416.606
20200501,11,11350,11350720,17572.6773,676.1653,334.1049,699.1547,548.4593,647.9277,501.2073,619.1935,543.5183,540.5017,545.637,637.3445,485.0973,381.6155,792.2238,648.8446,356.0386,702.3425,743.1423,641.1243,551.4013,670.8841,598.6065,836.1264,688.8507,803.0232,667.5956,409.6161,1302.93
20200501,11,11380,11380510,30931.4068,1153.0849,574.5517,728.7075,805.8644,1005.3695,1042.5029,1309.4515,1165.891,1328.9536,996.3867,950.5848,932.588,598.1508,1390.9909,1069.9671,481.9238,729.7985,854.8712,1083.7254,1151.687,1390.0305,1208.6203,1330.5134,1170.995,1372.1879,1211.499,1031.5492,2860.9603
20200501,11,11380,11380520,34810.6173,1470.2108,678.0852,841.9415,840.5842,1181.3587,1025.8497,1218.43,1135.6374,1325.7096,1179.5266,1037.9196,1051.4673,754.5747,2066.5315,1026.7115,455.8786,765.2118,1094.921,1251.7814,1054.4643,1344.6919,1255.1045,1469.5426,1435.3774,1566.5914,1463.5947,1249.6756,3569.2436
20200501,11,11380,11380530,21059.9763,661.6916,412.2146,604.541,597.8178,836.8594,625.5748,749.6993,703.8599,780.185,770.2251,644.6764,774.4779,450.7738,1129.8464,561.6046,300.9347,611.8748,725.1517,689.1519,663.1129,682.9449,760.1687,906.6367,826.4775,972.0571,812.306,688.4313,2116.6801
20200501,11,11380,11380551,25748.4359,598.026,357.0178,669.2897,930.4276,1168.5307,939.819,957.9851,843.5913,912.3734,846.2886,933.0707,779.9836,547.0812,1228.6364,537.8329,344.7425,726.7282,1064.7701,1107.7244,860.0463,866.27,804.26,1080.953,995.8281,1203.9226,1032.5224,893.343,2517.3693
20200501,11,11380,11380552,21563.0054,707.5033,404.8502,701.2021,701.0755,795.291,622.0279,899.5549,811.1368,738.638,703.7493,636.7372,531.1613,428.4119,847.205,574.2068,356.9226,708.4455,952.3678,831.7932,806.8486,873.8266,810.9251,1089.4614,816.7765,859.1102,774.6741,604.1372,1974.9647
20200501,11,11380,11380560,25137.5336,925.37,542.5415,873.3821,800.8485,761.9846,723.0857,852.9565,784.4325,920.6185,835.164,775.8823,667.7454,539.8051,1213.243,934.8115,556.8398,950.366,896.9179,882.8641,776.1164,957.1676,875.0556,1073.501,978.7931,1112.5322,842.2924,762.1184,2321.098
20200501,11,11380,11380570,33185.8114,1044.0087,481.7714,731.9454,962.7368,1197.9543,1215.3903,1354.7548,1131.0315,1240.3119,1143.189,1066.0407,973.1195,643.3234,1605.3676,892.275,456.3275,866.1122,1280.4676,1370.6906,1278.5118,1564.1229,1080.4781,1521.614,1304.1345,1589.1095,1292.4368,1007.1989,2891.3869
20200501,11,11380,11380580,23054.6102,860.2233,605.8296,935.7131,488.7162,700.622,795.9095,965.176,909.8008,903.2588,763.0786,655.3879,538.0397,376.7976,1054.6986,872.4711,554.4497,915.0628,700.7405,816.0467,767.5851,975.6549,949.964,999.8745,801.6329,940.306,757.4124,643.685,1806.4725
20200501,11,11380,11380590,16364.6704,1089.0131,420.8743,521.8164,386.3875,390.8503,506.8663,758.2605,690.7381,669.4195,385.9601,411.9779,308.3174,251.171,581.1271,1037.3649,400.6754,474.8318,360.3153,468.8508,602.8631,854.0887,773.4769,693.4146,489.2852,467.6812,594.9752,392.3242,1381.7422
20200501,11,11380,11380600,22260.5608,493.4131,314.2442,563.2999,637.2176,794.3546,719.9628,1039.3984,855.5654,994.3271,780.031,771.4693,570.0067,535.8913,1158.3431,507.7871,298.4228,581.1885,726.5259,756.8786,819.7928,904.2805,819.723,991.0553,922.0814,1027.722,823.5397,730.1275,2123.9129
